Algorithm,Problem,ExecutionId,IndicatorName,IndicatorValue
GDE3,ZDT1,19,EP,0.01380190828988792
GDE3,ZDT1,19,HV,0.6609491311527398
GDE3,ZDT1,2,Time,9.527047395706177
GDE3,ZDT1,11,GD,0.0006256300449213824
GDE3,ZDT1,11,EP,0.013726478630992245
GDE3,ZDT1,11,HV,0.6609759876998519
GDE3,ZDT1,12,Time,9.52285885810852
GDE3,ZDT1,24,GD,0.0006245208655966
GDE3,ZDT1,24,EP,0.013184580399743143
GDE3,ZDT1,24,HV,0.6606330975196112
GDE3,ZDT1,13,Time,9.49071717262268
GDE3,ZDT1,6,GD,0.0005309388908872686
GDE3,ZDT1,6,EP,0.011369599704260824
GDE3,ZDT1,6,HV,0.6606863583611958
GDE3,ZDT1,22,Time,13.036863565444946
GDE3,ZDT1,16,Time,9.571631908416748
GDE3,ZDT1,4,GD,0.0005755864129656773
GDE3,ZDT1,4,EP,0.024646058984179153
GDE3,ZDT1,4,HV,0.660177186138344
GDE3,ZDT1,16,GD,0.0005883506903408095
GDE3,ZDT1,16,EP,0.015882069224347983
GDE3,ZDT1,16,HV,0.6607832811633768
GDE3,ZDT1,18,Time,9.444772720336914
GDE3,ZDT1,13,GD,0.000517345590480032
GDE3,ZDT1,13,EP,0.01145178150324544
GDE3,ZDT1,13,HV,0.6609154441519255
GDE3,ZDT1,0,GD,0.0006290299793172523
GDE3,ZDT1,0,EP,0.012008251221368393
GDE3,ZDT1,0,HV,0.6610791681109727
GDE3,ZDT1,21,Time,9.467183828353882
GDE3,ZDT1,8,GD,0.000594183521175843
GDE3,ZDT1,8,EP,0.013440046213441192
GDE3,ZDT1,8,HV,0.6608865086122209
GDE3,ZDT1,23,Time,9.459782838821411
GDE3,ZDT1,20,GD,0.0005889220449980256
GDE3,ZDT1,20,EP,0.012746869240899406
GDE3,ZDT1,20,HV,0.6606384949127553
GDE3,ZDT1,7,GD,0.0006535665737036785
GDE3,ZDT1,7,EP,0.012989732408342614
GDE3,ZDT1,7,HV,0.6605046969808914
GDE3,ZDT1,2,GD,0.0006659447583256696
GDE3,ZDT1,2,EP,0.013274863528032033
GDE3,ZDT1,2,HV,0.6605755149734295
GDE3,ZDT1,4,Time,9.603678464889526
GDE3,ZDT1,12,GD,0.0006813458828522347
GDE3,ZDT1,12,EP,0.011531679220272317
GDE3,ZDT1,12,HV,0.6607633584277661
GDE3,ZDT1,18,GD,0.0006401221265358528
GDE3,ZDT1,18,EP,0.009643163146711875
GDE3,ZDT1,18,HV,0.6612031283449293
GDE3,ZDT1,7,Time,9.652762651443481
GDE3,ZDT1,24,Time,9.518584489822388
GDE3,ZDT1,21,GD,0.0007138589955757286
GDE3,ZDT1,21,EP,0.014923843222136912
GDE3,ZDT1,21,HV,0.6604611891469474
GDE3,ZDT1,11,Time,9.562555313110352
GDE3,ZDT1,10,GD,0.0007431401514613775
GDE3,ZDT1,10,EP,0.011457410544567503
GDE3,ZDT1,10,HV,0.6608605883216508
GDE3,ZDT1,10,Time,9.540706396102905
NSGAII,ZDT3,5,GD,0.0015065286339533827
NSGAII,ZDT3,5,EP,0.008075835219734318
NSGAII,ZDT3,5,HV,1.0404782269383364
NSGAII,ZDT3,6,Time,9.998825550079346
NSGAII,ZDT3,17,GD,0.0014136126036712047
NSGAII,ZDT3,17,EP,0.007930169270862403
NSGAII,ZDT3,17,HV,1.0400802779466467
NSGAII,ZDT3,9,GD,0.0012044281496535962
NSGAII,ZDT3,9,EP,0.011674166063640468
NSGAII,ZDT3,9,HV,1.0403573327841624
NSGAII,ZDT3,14,Time,9.850022315979004
NSGAII,ZDT3,14,GD,0.001560452186354089
NSGAII,ZDT3,14,EP,0.008092895557719526
NSGAII,ZDT3,14,HV,1.039768643715002
NSGAII,ZDT3,0,Time,9.769228458404541
NSGAII,ZDT3,3,GD,0.001415283198355083
NSGAII,ZDT3,3,EP,0.007815444966423599
NSGAII,ZDT3,3,HV,1.0402359936411807
NSGAII,ZDT3,8,Time,11.143209218978882
NSGAII,ZDT3,9,Time,9.887763261795044
NSGAII,ZDT3,15,Time,9.863682746887207
NSGAII,ZDT3,23,GD,0.0016946564650010877
NSGAII,ZDT3,23,EP,0.010364272481116599
NSGAII,ZDT3,23,HV,1.0399359061606905
NSGAII,ZDT3,19,Time,9.798855543136597
NSGAII,ZDT3,1,GD,0.0014704831012038394
NSGAII,ZDT3,1,EP,0.009352894494226577
NSGAII,ZDT3,1,HV,1.0399735970121842
NSGAII,ZDT3,20,Time,9.835710287094116
NSGAII,ZDT3,17,Time,9.786523818969727
NSGAII,ZDT3,5,Time,9.992443323135376
NSGAII,ZDT3,15,GD,0.0014138124121276928
NSGAII,ZDT3,15,EP,0.007690410701971739
NSGAII,ZDT3,15,HV,1.0401343983625952
NSGAII,ZDT3,22,GD,0.0012471866291299154
NSGAII,ZDT3,22,EP,0.009486480525986163
NSGAII,ZDT3,22,HV,1.040219593397376
NSGAII,ZDT3,1,Time,9.889764308929443
NSGAII,ZDT3,3,Time,9.874135255813599
NSGAII,ZDT3,19,GD,0.0011941130305621573
NSGAII,ZDT3,19,EP,0.008962876633797898
NSGAII,ZDT3,19,HV,1.0403476346686436
NSGAII,ZDT3,2,Time,9.803168773651123
NSGAII,ZDT3,11,GD,0.0014351066514620067
NSGAII,ZDT3,11,EP,0.007323221381604461
NSGAII,ZDT3,11,HV,1.0401212508679683
NSGAII,ZDT3,12,Time,9.860984325408936
NSGAII,ZDT3,24,GD,0.0014502190617430863
NSGAII,ZDT3,24,EP,0.007314273617951006
NSGAII,ZDT3,24,HV,1.0400422783685848
NSGAII,ZDT3,13,Time,9.842684507369995
NSGAII,ZDT3,6,GD,0.0013187054523937864
NSGAII,ZDT3,6,EP,0.008806009362058553
NSGAII,ZDT3,6,HV,1.0401285106521816
NSGAII,ZDT3,22,Time,9.76163101196289
NSGAII,ZDT3,16,Time,9.764015674591064
NSGAII,ZDT3,4,GD,0.0014721567913423205
NSGAII,ZDT3,4,EP,0.010574624899851837
NSGAII,ZDT3,4,HV,1.0397489900510457
NSGAII,ZDT3,16,GD,0.00149099336716498
NSGAII,ZDT3,16,EP,0.011218758413047758
NSGAII,ZDT3,16,HV,1.040178226547952
NSGAII,ZDT3,18,Time,9.765806436538696
NSGAII,ZDT3,13,GD,0.0015090399484069235
NSGAII,ZDT3,13,EP,0.010198170066316542
NSGAII,ZDT3,13,HV,1.0397444045208517
NSGAII,ZDT3,0,GD,0.001395704444918116
NSGAII,ZDT3,0,EP,0.01025639444171722
NSGAII,ZDT3,0,HV,1.0400350140326713
NSGAII,ZDT3,21,Time,9.846502780914307
NSGAII,ZDT3,8,GD,0.0013215588775326295
NSGAII,ZDT3,8,EP,0.008045893193480869
NSGAII,ZDT3,8,HV,1.0406508369162621
NSGAII,ZDT3,23,Time,9.777344226837158
NSGAII,ZDT3,20,GD,0.0012576421068168848
NSGAII,ZDT3,20,EP,0.008129937433020817
NSGAII,ZDT3,20,HV,1.0403297328435328
NSGAII,ZDT3,7,GD,0.0014224239596973712
NSGAII,ZDT3,7,EP,0.006007478686320289
NSGAII,ZDT3,7,HV,1.0404991205269263
NSGAII,ZDT3,2,GD,0.001174335251518107
NSGAII,ZDT3,2,EP,0.00851199248673118
NSGAII,ZDT3,2,HV,1.0404312185859121
NSGAII,ZDT3,4,Time,9.97643232345581
NSGAII,ZDT3,12,GD,0.0013858209970090388
NSGAII,ZDT3,12,EP,0.010165603923295241
NSGAII,ZDT3,12,HV,1.0400084990707699
NSGAII,ZDT3,18,GD,0.0012586454918636436
NSGAII,ZDT3,18,EP,0.008498935542128251
NSGAII,ZDT3,18,HV,1.0403216759472407
NSGAII,ZDT3,7,Time,9.96312427520752
NSGAII,ZDT3,24,Time,9.812065362930298
NSGAII,ZDT3,21,GD,0.0013398969382916897
NSGAII,ZDT3,21,EP,0.008449844161843592
NSGAII,ZDT3,21,HV,1.0398843936455153
NSGAII,ZDT3,11,Time,9.822054386138916
NSGAII,ZDT3,10,GD,0.001220771830253007
NSGAII,ZDT3,10,EP,0.3159223165578629
NSGAII,ZDT3,10,HV,0.9887862744272924
NSGAII,ZDT3,10,Time,9.920766592025757
NSGAII,ZDT2,5,GD,0.001120722966038843
NSGAII,ZDT2,5,EP,0.011069888860179566
NSGAII,ZDT2,5,HV,0.32667724889858524
NSGAII,ZDT2,6,Time,10.917622804641724
NSGAII,ZDT2,17,GD,0.0012326227727066513
NSGAII,ZDT2,17,EP,0.010715969049679308
NSGAII,ZDT2,17,HV,0.3265942911024055
NSGAII,ZDT2,9,GD,0.0012201309953570082
NSGAII,ZDT2,9,EP,0.010544369700107525
NSGAII,ZDT2,9,HV,0.3262967917023752
NSGAII,ZDT2,14,Time,9.855459690093994
NSGAII,ZDT2,14,GD,0.0011359659083132966
NSGAII,ZDT2,14,EP,0.011992427195806121
NSGAII,ZDT2,14,HV,0.3266191234206306
NSGAII,ZDT2,0,Time,11.630237579345703
NSGAII,ZDT2,3,GD,0.0010091512308121166
NSGAII,ZDT2,3,EP,0.012481926132037247
NSGAII,ZDT2,3,HV,0.3266194219054165
NSGAII,ZDT2,8,Time,10.228043794631958
NSGAII,ZDT2,9,Time,9.872002124786377
NSGAII,ZDT2,15,Time,9.927157402038574
NSGAII,ZDT2,23,GD,0.0009360023515299716
NSGAII,ZDT2,23,EP,0.01568861503608554
NSGAII,ZDT2,23,HV,0.3264456862249196
NSGAII,ZDT2,19,Time,9.806854486465454
NSGAII,ZDT2,1,GD,0.0012788719112501058
NSGAII,ZDT2,1,EP,0.015517538706902312
NSGAII,ZDT2,1,HV,0.32594714606156877
NSGAII,ZDT2,20,Time,9.909799337387085
NSGAII,ZDT2,17,Time,9.830236673355103
NSGAII,ZDT2,5,Time,9.894553661346436
NSGAII,ZDT2,15,GD,0.0012655642813829446
NSGAII,ZDT2,15,EP,0.013021422079458111
NSGAII,ZDT2,15,HV,0.3262016068117959
NSGAII,ZDT2,22,GD,0.0011331272305548222
NSGAII,ZDT2,22,EP,0.013326538781470831
NSGAII,ZDT2,22,HV,0.32632624184705666
NSGAII,ZDT2,1,Time,9.712783813476562
NSGAII,ZDT2,3,Time,9.986577987670898
NSGAII,ZDT2,19,GD,0.0011210739052398614
NSGAII,ZDT2,19,EP,0.012641841489619332
NSGAII,ZDT2,19,HV,0.3261946993039477
NSGAII,ZDT2,2,Time,9.827085733413696
NSGAII,ZDT2,11,GD,0.0012752180698551087
NSGAII,ZDT2,11,EP,0.012461794188384445
NSGAII,ZDT2,11,HV,0.3262886019464845
NSGAII,ZDT2,12,Time,9.877582788467407
NSGAII,ZDT2,24,GD,0.0015059185889705214
NSGAII,ZDT2,24,EP,0.01781736665160627
NSGAII,ZDT2,24,HV,0.3255188014394601
NSGAII,ZDT2,13,Time,9.879865646362305
NSGAII,ZDT2,6,GD,0.001089491970595448
NSGAII,ZDT2,6,EP,0.013066785947671855
NSGAII,ZDT2,6,HV,0.32657800844530976
NSGAII,ZDT2,22,Time,9.750837564468384
NSGAII,ZDT2,16,Time,9.913474321365356
NSGAII,ZDT2,4,GD,0.0013440121810328375
NSGAII,ZDT2,4,EP,0.013638751410444683
NSGAII,ZDT2,4,HV,0.32602675231084155
NSGAII,ZDT2,16,GD,0.0012817027884280657
NSGAII,ZDT2,16,EP,0.013583612101329856
NSGAII,ZDT2,16,HV,0.32656915528197356
NSGAII,ZDT2,18,Time,9.80227518081665
NSGAII,ZDT2,13,GD,0.001550065117746528
NSGAII,ZDT2,13,EP,0.014008238056061217
NSGAII,ZDT2,13,HV,0.32594509998515264
NSGAII,ZDT2,0,GD,0.0010389987337819113
NSGAII,ZDT2,0,EP,0.012548225062639529
NSGAII,ZDT2,0,HV,0.32670699770544004
NSGAII,ZDT2,21,Time,9.855186700820923
NSGAII,ZDT2,8,GD,0.0014110266859048374
NSGAII,ZDT2,8,EP,0.016602258628371946
NSGAII,ZDT2,8,HV,0.325713697990444
NSGAII,ZDT2,23,Time,9.846038818359375
NSGAII,ZDT2,20,GD,0.0009479149909731225
NSGAII,ZDT2,20,EP,0.01179254935318963
NSGAII,ZDT2,20,HV,0.32688659765378386
NSGAII,ZDT2,7,GD,0.0013235058459505357
NSGAII,ZDT2,7,EP,0.010873466739635962
NSGAII,ZDT2,7,HV,0.32600685263926976
NSGAII,ZDT2,2,GD,0.0009610802796253399
NSGAII,ZDT2,2,EP,0.012787210834615537
NSGAII,ZDT2,2,HV,0.32673522615838185
NSGAII,ZDT2,4,Time,10.235287189483643
NSGAII,ZDT2,12,GD,0.0013319273266225596
NSGAII,ZDT2,12,EP,0.011521862193144994
NSGAII,ZDT2,12,HV,0.32601695406224757
NSGAII,ZDT2,18,GD,0.0015095771787756007
NSGAII,ZDT2,18,EP,0.011055919880764042
NSGAII,ZDT2,18,HV,0.32607316264886504
NSGAII,ZDT2,7,Time,10.002914667129517
NSGAII,ZDT2,24,Time,9.821141242980957
NSGAII,ZDT2,21,GD,0.00117666654977926
NSGAII,ZDT2,21,EP,0.013176339411470561
NSGAII,ZDT2,21,HV,0.32609180153479034
NSGAII,ZDT2,11,Time,9.899973630905151
NSGAII,ZDT2,10,GD,0.0009923521783934955
NSGAII,ZDT2,10,EP,0.01210757182700184
NSGAII,ZDT2,10,HV,0.3265861936710885
NSGAII,ZDT2,10,Time,9.934917211532593
NSGAII,ZDT1,5,GD,0.001260418119150368
NSGAII,ZDT1,5,EP,0.016148837940254568
NSGAII,ZDT1,5,HV,0.659403026325573
NSGAII,ZDT1,6,Time,10.071215152740479
NSGAII,ZDT1,17,GD,0.0011458422479355722
NSGAII,ZDT1,17,EP,0.012521225250527734
NSGAII,ZDT1,17,HV,0.6597528613569237
NSGAII,ZDT1,9,GD,0.001209039637586707
NSGAII,ZDT1,9,EP,0.011693206902443187
NSGAII,ZDT1,9,HV,0.6599600237895286
NSGAII,ZDT1,14,Time,9.839780330657959
NSGAII,ZDT1,14,GD,0.0011897597960323107
NSGAII,ZDT1,14,EP,0.012109774074391455
NSGAII,ZDT1,14,HV,0.6601376463779691
NSGAII,ZDT1,0,Time,9.028415203094482
NSGAII,ZDT1,3,GD,0.0011785412689540977
NSGAII,ZDT1,3,EP,0.012804862295539399
NSGAII,ZDT1,3,HV,0.6597975995937644
NSGAII,ZDT1,8,Time,9.983561038970947
NSGAII,ZDT1,9,Time,9.807934522628784
NSGAII,ZDT1,15,Time,9.85855746269226
NSGAII,ZDT1,23,GD,0.0012968702002724797
NSGAII,ZDT1,23,EP,0.013511972367640124
NSGAII,ZDT1,23,HV,0.6596520073465014
NSGAII,ZDT1,19,Time,9.748203754425049
NSGAII,ZDT1,1,GD,0.0012626242858327
NSGAII,ZDT1,1,EP,0.012023307832106991
NSGAII,ZDT1,1,HV,0.6595459022837683
NSGAII,ZDT1,20,Time,9.785405397415161
NSGAII,ZDT1,17,Time,9.772192239761353
NSGAII,ZDT1,5,Time,9.870168924331665
NSGAII,ZDT1,15,GD,0.0015502307231953125
NSGAII,ZDT1,15,EP,0.010387057971031621
NSGAII,ZDT1,15,HV,0.6595289324034959
NSGAII,ZDT1,22,GD,0.0016772832547052767
NSGAII,ZDT1,22,EP,0.012522900088643353
NSGAII,ZDT1,22,HV,0.6593515724570711
NSGAII,ZDT1,1,Time,9.703457117080688
NSGAII,ZDT1,3,Time,9.841525077819824
NSGAII,ZDT1,19,GD,0.001335875578921177
NSGAII,ZDT1,19,EP,0.01677928675381657
NSGAII,ZDT1,19,HV,0.6595408436868099
NSGAII,ZDT1,2,Time,10.1041579246521
NSGAII,ZDT1,11,GD,0.0013915912834975214
NSGAII,ZDT1,11,EP,0.012475649575207026
NSGAII,ZDT1,11,HV,0.6594414701783623
NSGAII,ZDT1,12,Time,9.833458662033081
NSGAII,ZDT1,24,GD,0.0015327711046609085
NSGAII,ZDT1,24,EP,0.012928270705466066
NSGAII,ZDT1,24,HV,0.6592599358518357
NSGAII,ZDT1,13,Time,9.840285062789917
NSGAII,ZDT1,6,GD,0.0014883333718908928
NSGAII,ZDT1,6,EP,0.014236171735336117
NSGAII,ZDT1,6,HV,0.6597505963989908
NSGAII,ZDT1,22,Time,9.759067058563232
NSGAII,ZDT1,16,Time,9.83262825012207
NSGAII,ZDT1,4,GD,0.0013042177340690897
NSGAII,ZDT1,4,EP,0.012113156865521724
NSGAII,ZDT1,4,HV,0.6598109612920453
NSGAII,ZDT1,16,GD,0.0016602465800126564
NSGAII,ZDT1,16,EP,0.01665662884461496
NSGAII,ZDT1,16,HV,0.6589699641524726
NSGAII,ZDT1,18,Time,9.800317287445068
NSGAII,ZDT1,13,GD,0.0017949119877597155
NSGAII,ZDT1,13,EP,0.013075818165968645
NSGAII,ZDT1,13,HV,0.6589874679999578
NSGAII,ZDT1,0,GD,0.0012850018562216433
NSGAII,ZDT1,0,EP,0.017391432354291525
NSGAII,ZDT1,0,HV,0.6594830004296833
NSGAII,ZDT1,21,Time,9.787883281707764
NSGAII,ZDT1,8,GD,0.0014630419921417873
NSGAII,ZDT1,8,EP,0.01805819497805708
NSGAII,ZDT1,8,HV,0.6590831904904534
NSGAII,ZDT1,23,Time,9.793323278427124
NSGAII,ZDT1,20,GD,0.001470005070876087
NSGAII,ZDT1,20,EP,0.010911167160705337
NSGAII,ZDT1,20,HV,0.6597399184650766
NSGAII,ZDT1,7,GD,0.0016360195910509953
NSGAII,ZDT1,7,EP,0.013120031531576787
NSGAII,ZDT1,7,HV,0.6592490631228203
NSGAII,ZDT1,2,GD,0.0014791074500114815
NSGAII,ZDT1,2,EP,0.011377499525512771
NSGAII,ZDT1,2,HV,0.6594615853038597
NSGAII,ZDT1,4,Time,9.899687051773071
NSGAII,ZDT1,12,GD,0.0013562157720254289
NSGAII,ZDT1,12,EP,0.013927011019395641
NSGAII,ZDT1,12,HV,0.6593526359497369
NSGAII,ZDT1,18,GD,0.0016336355424870833
NSGAII,ZDT1,18,EP,0.010233853561928824
NSGAII,ZDT1,18,HV,0.6595753535163915
NSGAII,ZDT1,7,Time,9.927058458328247
NSGAII,ZDT1,24,Time,9.826687574386597
NSGAII,ZDT1,21,GD,0.001537806551174119
NSGAII,ZDT1,21,EP,0.015824247924817403
NSGAII,ZDT1,21,HV,0.659089863030988
NSGAII,ZDT1,11,Time,9.822474002838135
NSGAII,ZDT1,10,GD,0.0008752381147667526
NSGAII,ZDT1,10,EP,0.015803777732966373
NSGAII,ZDT1,10,HV,0.6599402263615474
NSGAII,ZDT1,10,Time,9.867470264434814
